,prune_name,rgft_name,time,ll,orig_ds_ll,d_ll_prune,edge_length,longest_branch,tbl_pruned,longest_pruned,tbl_remaining,longest_remaining
12,33,N13,Sp012,0.096,-1755.402014,-1751.80239,-3.59962399999994886457,1e-08,0.160491,0.27970763,7.5e-07,0.0,0.0
12,34,N13,Sp001,0.095,-1760.838384,-1751.80239,-9.03599399999984598253,1e-08,0.160491,0.27970763,7.5e-07,0.0,0.0
13,0,N14,N1,0.107,-1764.133424,-1751.80239,-12.33103400000004512549,1e-08,0.160491,0.27970763,0.00314281,0.0,0.0
13,1,N14,Sp020,0.094,-1770.811024,-1751.80239,-19.00863400000002911838,1e-08,0.160491,0.27970763,0.00314281,0.0,0.0
13,2,N14,Sp015,0.094,-1770.811042,-1751.80239,-19.00865199999998367275,1e-08,0.160491,0.27970763,0.00314281,0.0,0.0
13,3,N14,N4,0.096,-1764.133416,-1751.80239,-12.33102599999983794987,1e-08,0.160491,0.27970763,0.00314281,0.0,0.0
13,4,N14,N5,0.098,-1751.81479,-1751.80239,-0.01239999999984320311,1e-08,0.160491,0.27970763,0.00314281,0.0,0.0
13,5,N14,N6,0.098,-1801.967188,-1751.80239,-50.16479800000001887383,1e-08,0.160491,0.27970763,0.00314281,0.0,0.0
13,6,N14,N7,0.093,-1801.96148,-1751.80239,-50.15908999999987827323,1e-08,0.160491,0.27970763,0.00314281,0.0,0.0
13,7,N14,Sp009,0.095,-1751.813751,-1751.80239,-0.01136099999985162867,1e-08,0.160491,0.27970763,0.00314281,0.0,0.0
13,8,N14,N15,no ll opt_no time,-1751.802381,-1751.80239,0.00000900000009096402,1e-08,0.160491,0.27970763,0.00314281,0.0,0.0
13,9,N14,N10,0.092,-1807.745076,-1751.80239,-55.94268599999986690818,1e-08,0.160491,0.27970763,0.00314281,0.0,0.0
13,10,N14,N11,0.100,-1807.745441,-1751.80239,-55.94305099999996855331,1e-08,0.160491,0.27970763,0.00314281,0.0,0.0
13,11,N14,Sp018,0.100,-1800.766907,-1751.80239,-48.96451699999988704803,1e-08,0.160491,0.27970763,0.00314281,0.0,0.0
13,12,N14,N13,0.097,-1800.76693,-1751.80239,-48.96453999999994266545,1e-08,0.160491,0.27970763,0.00314281,0.0,0.0
13,13,N14,N24,no ll opt_no time,-1751.802353,-1751.80239,0.00003700000002027082,1e-08,0.160491,0.27970763,0.00314281,0.0,0.0
13,14,N14,Sp005,no ll opt_no time,-1751.802353,-1751.80239,0.00003700000002027082,1e-08,0.160491,0.27970763,0.00314281,0.0,0.0
13,15,N14,N16,0.095,-1810.168938,-1751.80239,-58.36654799999996612314,1e-08,0.160491,0.27970763,0.00314281,0.0,0.0
13,16,N14,N17,0.094,-1810.16882,-1751.80239,-58.36643000000003667083,1e-08,0.160491,0.27970763,0.00314281,0.0,0.0
13,17,N14,N18,0.091,-1813.272051,-1751.80239,-61.46966099999985999602,1e-08,0.160491,0.27970763,0.00314281,0.0,0.0
13,18,N14,Sp013,0.096,-1814.810737,-1751.80239,-63.00834699999995791586,1e-08,0.160491,0.27970763,0.00314281,0.0,0.0
13,19,N14,Sp017,0.098,-1803.136232,-1751.80239,-51.33384200000000419095,1e-08,0.160491,0.27970763,0.00314281,0.0,0.0
13,20,N14,Sp014,0.093,-1803.136341,-1751.80239,-51.33395099999984267924,1e-08,0.160491,0.27970763,0.00314281,0.0,0.0
13,21,N14,Sp010,no ll opt_no time,-1751.802357,-1751.80239,0.00003300000003036985,1e-08,0.160491,0.27970763,0.00314281,0.0,0.0
13,22,N14,Sp003,no ll opt_no time,-1751.802353,-1751.80239,0.00003700000002027082,1e-08,0.160491,0.27970763,0.00314281,0.0,0.0
13,23,N14,N26,0.098,-1810.168942,-1751.80239,-58.36655199999995602411,1e-08,0.160491,0.27970763,0.00314281,0.0,0.0
13,24,N14,Sp008,0.093,-1810.168942,-1751.80239,-58.36655199999995602411,1e-08,0.160491,0.27970763,0.00314281,0.0,0.0
13,25,N14,N28,0.095,-1810.16917,-1751.80239,-58.36677999999983512680,1e-08,0.160491,0.27970763,0.00314281,0.0,0.0
13,26,N14,Sp002,0.093,-1810.169263,-1751.80239,-58.36687299999994138489,1e-08,0.160491,0.27970763,0.00314281,0.0,0.0
13,27,N14,Sp019,0.095,-1824.461124,-1751.80239,-72.65873399999986759212,1e-08,0.160491,0.27970763,0.00314281,0.0,0.0
13,28,N14,Sp016,0.093,-1824.461124,-1751.80239,-72.65873399999986759212,1e-08,0.160491,0.27970763,0.00314281,0.0,0.0
13,29,N14,Sp007,0.098,-1810.168945,-1751.80239,-58.36655499999983476300,1e-08,0.160491,0.27970763,0.00314281,0.0,0.0
13,30,N14,Sp006,0.091,-1810.168936,-1751.80239,-58.36654599999997117266,1e-08,0.160491,0.27970763,0.00314281,0.0,0.0
13,31,N14,N36,0.097,-1810.169521,-1751.80239,-58.36713099999997211853,1e-08,0.160491,0.27970763,0.00314281,0.0,0.0
13,32,N14,Sp000,0.096,-1811.326414,-1751.80239,-59.52402400000005400216,1e-08,0.160491,0.27970763,0.00314281,0.0,0.0
13,33,N14,Sp012,0.098,-1810.169774,-1751.80239,-58.36738399999990178912,1e-08,0.160491,0.27970763,0.00314281,0.0,0.0
13,34,N14,Sp001,0.092,-1810.169963,-1751.80239,-58.36757299999999304418,1e-08,0.160491,0.27970763,0.00314281,0.0,0.0
14,0,N15,N1,0.091,-1764.133417,-1751.80239,-12.33102699999994911195,1e-08,0.160491,0.27970763,1.1e-07,0.0,0.0
14,1,N15,Sp020,0.090,-1770.811016,-1751.80239,-19.00862600000004931644,1e-08,0.160491,0.27970763,1.1e-07,0.0,0.0
14,2,N15,Sp015,0.096,-1770.811042,-1751.80239,-19.00865199999998367275,1e-08,0.160491,0.27970763,1.1e-07,0.0,0.0
14,3,N15,N4,0.089,-1764.133407,-1751.80239,-12.33101699999997435953,1e-08,0.160491,0.27970763,1.1e-07,0.0,0.0
14,4,N15,N5,0.093,-1751.814784,-1751.80239,-0.01239399999985835166,1e-08,0.160491,0.27970763,1.1e-07,0.0,0.0
14,5,N15,N6,0.095,-1801.955896,-1751.80239,-50.15350599999987935007,1e-08,0.160491,0.27970763,1.1e-07,0.0,0.0
14,6,N15,N7,0.097,-1801.950226,-1751.80239,-50.14783599999987018236,1e-08,0.160491,0.27970763,1.1e-07,0.0,0.0
14,7,N15,Sp009,0.095,-1751.813759,-1751.80239,-0.01136899999983143061,1e-08,0.160491,0.27970763,1.1e-07,0.0,0.0
14,8,N15,N14,no ll opt_no time,-1751.802378,-1751.80239,0.00001199999996970291,1e-08,0.160491,0.27970763,1.1e-07,0.0,0.0
14,9,N15,N10,0.093,-1807.770962,-1751.80239,-55.96857199999999465945,1e-08,0.160491,0.27970763,1.1e-07,0.0,0.0
14,10,N15,N11,0.094,-1807.771385,-1751.80239,-55.96899499999994986865,1e-08,0.160491,0.27970763,1.1e-07,0.0,0.0
14,11,N15,Sp018,0.101,-1800.779428,-1751.80239,-48.97703799999999318970,1e-08,0.160491,0.27970763,1.1e-07,0.0,0.0
14,12,N15,N13,0.095,-1800.78167,-1751.80239,-48.97928000000001702574,1e-08,0.160491,0.27970763,1.1e-07,0.0,0.0
14,13,N15,Sp011,0.095,-1751.813488,-1751.80239,-0.01109799999994720565,1e-08,0.160491,0.27970763,1.1e-07,0.0,0.0
14,14,N15,Sp004,no ll opt_no time,-1751.802349,-1751.80239,0.00004100000001017179,1e-08,0.160491,0.27970763,1.1e-07,0.0,0.0
14,15,N15,N16,0.097,-1810.207543,-1751.80239,-58.40515299999992748781,1e-08,0.160491,0.27970763,1.1e-07,0.0,0.0
14,16,N15,N17,0.095,-1810.207402,-1751.80239,-58.40501199999994241807,1e-08,0.160491,0.27970763,1.1e-07,0.0,0.0
14,17,N15,N18,0.093,-1813.296316,-1751.80239,-61.49392599999987396586,1e-08,0.160491,0.27970763,1.1e-07,0.0,0.0
14,18,N15,Sp013,0.100,-1814.838596,-1751.80239,-63.03620599999999285501,1e-08,0.160491,0.27970763,1.1e-07,0.0,0.0
14,19,N15,Sp017,0.099,-1803.145171,-1751.80239,-51.34278099999983169255,1e-08,0.160491,0.27970763,1.1e-07,0.0,0.0
14,20,N15,Sp014,0.092,-1803.145285,-1751.80239,-51.34289499999999861757,1e-08,0.160491,0.27970763,1.1e-07,0.0,0.0
14,21,N15,N26,0.094,-1810.207547,-1751.80239,-58.40515699999991738878,1e-08,0.160491,0.27970763,1.1e-07,0.0,0.0
14,22,N15,Sp008,0.093,-1810.207547,-1751.80239,-58.40515699999991738878,1e-08,0.160491,0.27970763,1.1e-07,0.0,0.0
14,23,N15,N28,0.098,-1810.20773,-1751.80239,-58.40534000000002379238,1e-08,0.160491,0.27970763,1.1e-07,0.0,0.0
14,24,N15,Sp002,0.095,-1810.207843,-1751.80239,-58.40545299999985218165,1e-08,0.160491,0.27970763,1.1e-07,0.0,0.0
14,25,N15,Sp019,0.098,-1824.702299,-1751.80239,-72.89990899999997964187,1e-08,0.160491,0.27970763,1.1e-07,0.0,0.0
14,26,N15,Sp016,0.092,-1824.702299,-1751.80239,-72.89990899999997964187,1e-08,0.160491,0.27970763,1.1e-07,0.0,0.0
14,27,N15,Sp007,0.098,-1810.207551,-1751.80239,-58.40516099999990728975,1e-08,0.160491,0.27970763,1.1e-07,0.0,0.0
14,28,N15,Sp006,0.093,-1810.207541,-1751.80239,-58.40515099999993253732,1e-08,0.160491,0.27970763,1.1e-07,0.0,0.0
14,29,N15,N36,0.096,-1810.208057,-1751.80239,-58.40566699999999400461,1e-08,0.160491,0.27970763,1.1e-07,0.0,0.0
14,30,N15,Sp000,0.095,-1810.208161,-1751.80239,-58.40577099999995880353,1e-08,0.160491,0.27970763,1.1e-07,0.0,0.0
14,31,N15,Sp012,0.102,-1810.208287,-1751.80239,-58.40589699999986805778,1e-08,0.160491,0.27970763,1.1e-07,0.0,0.0
14,32,N15,Sp001,0.093,-1810.208498,-1751.80239,-58.40610799999990376818,1e-08,0.160491,0.27970763,1.1e-07,0.0,0.0
15,0,N16,N1,0.099,-1768.067352,-1751.80239,-16.26496199999996861152,8e-08,0.160491,0.0014845099999999944,0.160491,0.27822312,0.160491
15,1,N16,Sp020,0.091,-1775.475787,-1751.80239,-23.67339700000002267188,8e-08,0.160491,0.0014845099999999944,0.160491,0.27822312,0.160491
15,2,N16,Sp015,0.093,-1775.475892,-1751.80239,-23.67350199999987125921,8e-08,0.160491,0.0014845099999999944,0.160491,0.27822312,0.160491
15,3,N16,N4,0.093,-1761.837319,-1751.80239,-10.03492899999992005178,8e-08,0.160491,0.0014845099999999944,0.160491,0.27822312,0.160491
15,4,N16,N5,0.094,-1768.066912,-1751.80239,-16.26452199999994263635,8e-08,0.160491,0.0014845099999999944,0.160491,0.27822312,0.160491
15,5,N16,N6,0.089,-1751.813324,-1751.80239,-0.01093399999990651850,8e-08,0.160491,0.0014845099999999944,0.160491,0.27822312,0.160491
15,6,N16,N7,0.099,-1761.837469,-1751.80239,-10.03507899999999608553,8e-08,0.160491,0.0014845099999999944,0.160491,0.27822312,0.160491
15,7,N16,N8,0.098,-1787.87017,-1751.80239,-36.06777999999985695467,8e-08,0.160491,0.0014845099999999944,0.160491,0.27822312,0.160491
15,8,N16,Sp009,0.102,-1787.870128,-1751.80239,-36.06773799999996299448,8e-08,0.160491,0.0014845099999999944,0.160491,0.27822312,0.160491
15,9,N16,N11,0.094,-1751.81369,-1751.80239,-0.01129999999989195203,8e-08,0.160491,0.0014845099999999944,0.160491,0.27822312,0.160491
15,10,N16,N17,no ll opt_no time,-1751.802415,-1751.80239,-0.00002500000005056791,8e-08,0.160491,0.0014845099999999944,0.160491,0.27822312,0.160491
15,11,N16,Sp018,0.101,-1767.145792,-1751.80239,-15.34340199999996912084,8e-08,0.160491,0.0014845099999999944,0.160491,0.27822312,0.160491
15,12,N16,N13,0.102,-1767.145777,-1751.80239,-15.34338699999989330536,8e-08,0.160491,0.0014845099999999944,0.160491,0.27822312,0.160491
15,13,N16,N14,0.096,-1812.098405,-1751.80239,-60.29601499999989755452,8e-08,0.160491,0.0014845099999999944,0.160491,0.27822312,0.160491
15,14,N16,N15,0.100,-1812.098405,-1751.80239,-60.29601499999989755452,8e-08,0.160491,0.0014845099999999944,0.160491,0.27822312,0.160491
15,15,N16,N18,0.093,-1758.821161,-1751.80239,-7.01877100000001519220,8e-08,0.160491,0.0014845099999999944,0.160491,0.27822312,0.160491
15,16,N16,Sp013,0.095,-1758.821161,-1751.80239,-7.01877100000001519220,8e-08,0.160491,0.0014845099999999944,0.160491,0.27822312,0.160491
15,17,N16,N28,no ll opt_no time,-1751.802659,-1751.80239,-0.00026899999988927448,8e-08,0.160491,0.0014845099999999944,0.160491,0.27822312,0.160491
15,18,N16,Sp002,no ll opt_no time,-1751.802511,-1751.80239,-0.00012100000003556488,8e-08,0.160491,0.0014845099999999944,0.160491,0.27822312,0.160491
15,19,N16,Sp017,0.092,-1772.544927,-1751.80239,-20.74253699999985656177,8e-08,0.160491,0.0014845099999999944,0.160491,0.27822312,0.160491
15,20,N16,Sp014,0.095,-1772.544693,-1751.80239,-20.74230299999999260763,8e-08,0.160491,0.0014845099999999944,0.160491,0.27822312,0.160491
15,21,N16,Sp011,0.095,-1812.098433,-1751.80239,-60.29604300000005423499,8e-08,0.160491,0.0014845099999999944,0.160491,0.27822312,0.160491
15,22,N16,Sp004,0.094,-1812.098442,-1751.80239,-60.29605199999991782533,8e-08,0.160491,0.0014845099999999944,0.160491,0.27822312,0.160491
15,23,N16,N24,0.097,-1812.098435,-1751.80239,-60.29604500000004918547,8e-08,0.160491,0.0014845099999999944,0.160491,0.27822312,0.160491
15,24,N16,Sp005,0.091,-1812.098435,-1751.80239,-60.29604500000004918547,8e-08,0.160491,0.0014845099999999944,0.160491,0.27822312,0.160491
15,25,N16,Sp019,0.095,-1784.715197,-1751.80239,-32.91280699999992975791,8e-08,0.160491,0.0014845099999999944,0.160491,0.27822312,0.160491
15,26,N16,Sp016,0.092,-1784.715197,-1751.80239,-32.91280699999992975791,8e-08,0.160491,0.0014845099999999944,0.160491,0.27822312,0.160491
15,27,N16,N36,no ll opt_no time,-1751.802892,-1751.80239,-0.00050199999986944022,8e-08,0.160491,0.0014845099999999944,0.160491,0.27822312,0.160491
15,28,N16,Sp000,0.096,-1751.814351,-1751.80239,-0.01196099999992839003,8e-08,0.160491,0.0014845099999999944,0.160491,0.27822312,0.160491
15,29,N16,Sp010,0.097,-1812.098464,-1751.80239,-60.29607399999986228067,8e-08,0.160491,0.0014845099999999944,0.160491,0.27822312,0.160491
15,30,N16,Sp003,0.095,-1812.098465,-1751.80239,-60.29607499999997344275,8e-08,0.160491,0.0014845099999999944,0.160491,0.27822312,0.160491
15,31,N16,Sp012,0.094,-1751.814686,-1751.80239,-0.01229599999987840420,8e-08,0.160491,0.0014845099999999944,0.160491,0.27822312,0.160491
15,32,N16,Sp001,no ll opt_no time,-1751.802977,-1751.80239,-0.00058699999999589636,8e-08,0.160491,0.0014845099999999944,0.160491,0.27822312,0.160491
16,0,N17,N1,0.096,-1767.35728,-1751.80239,-15.55488999999988664058,1e-08,0.160491,0.27970763,0.043399,0.0,0.0
16,1,N17,Sp020,0.098,-1774.765357,-1751.80239,-22.96296699999993506935,1e-08,0.160491,0.27970763,0.043399,0.0,0.0
16,2,N17,Sp015,0.094,-1774.765326,-1751.80239,-22.96293599999989964999,1e-08,0.160491,0.27970763,0.043399,0.0,0.0
16,3,N17,N4,0.096,-1761.837719,-1751.80239,-10.03532900000004701724,1e-08,0.160491,0.27970763,0.043399,0.0,0.0
16,4,N17,N5,0.100,-1767.356847,-1751.80239,-15.55445699999995667895,1e-08,0.160491,0.27970763,0.043399,0.0,0.0
16,5,N17,N6,0.092,-1751.813698,-1751.80239,-0.01130799999987175397,1e-08,0.160491,0.27970763,0.043399,0.0,0.0
16,6,N17,N7,0.102,-1761.837793,-1751.80239,-10.03540299999986018520,1e-08,0.160491,0.27970763,0.043399,0.0,0.0
16,7,N17,N8,0.091,-1787.158914,-1751.80239,-35.35652400000003581226,1e-08,0.160491,0.27970763,0.043399,0.0,0.0
16,8,N17,Sp009,0.097,-1787.158953,-1751.80239,-35.35656300000005103357,1e-08,0.160491,0.27970763,0.043399,0.0,0.0
16,9,N17,N11,0.093,-1751.813316,-1751.80239,-0.01092599999992671655,1e-08,0.160491,0.27970763,0.043399,0.0,0.0
16,10,N17,N16,no ll opt_no time,-1751.802383,-1751.80239,0.00000700000009601354,1e-08,0.160491,0.27970763,0.043399,0.0,0.0
16,11,N17,Sp018,0.098,-1767.145322,-1751.80239,-15.34293200000001888839,1e-08,0.160491,0.27970763,0.043399,0.0,0.0
16,12,N17,N13,0.097,-1767.146191,-1751.80239,-15.34380099999998492422,1e-08,0.160491,0.27970763,0.043399,0.0,0.0
16,13,N17,N14,0.101,-1803.244324,-1751.80239,-51.44193399999994653626,1e-08,0.160491,0.27970763,0.043399,0.0,0.0
16,14,N17,N15,0.095,-1803.244308,-1751.80239,-51.44191799999998693238,1e-08,0.160491,0.27970763,0.043399,0.0,0.0
16,15,N17,N18,0.090,-1758.820415,-1751.80239,-7.01802499999985229806,1e-08,0.160491,0.27970763,0.043399,0.0,0.0
16,16,N17,Sp013,0.092,-1758.820415,-1751.80239,-7.01802499999985229806,1e-08,0.160491,0.27970763,0.043399,0.0,0.0
16,17,N17,N26,no ll opt_no time,-1751.802351,-1751.80239,0.00003900000001522130,1e-08,0.160491,0.27970763,0.043399,0.0,0.0
16,18,N17,Sp008,no ll opt_no time,-1751.802354,-1751.80239,0.00003600000013648241,1e-08,0.160491,0.27970763,0.043399,0.0,0.0
16,19,N17,Sp017,0.095,-1771.511895,-1751.80239,-19.70950500000003557943,1e-08,0.160491,0.27970763,0.043399,0.0,0.0
16,20,N17,Sp014,0.098,-1771.510296,-1751.80239,-19.70790599999986625335,1e-08,0.160491,0.27970763,0.043399,0.0,0.0
16,21,N17,Sp011,0.095,-1803.244243,-1751.80239,-51.44185300000003735477,1e-08,0.160491,0.27970763,0.043399,0.0,0.0
16,22,N17,Sp004,0.096,-1803.244262,-1751.80239,-51.44187199999987569754,1e-08,0.160491,0.27970763,0.043399,0.0,0.0
16,23,N17,N24,0.099,-1803.244238,-1751.80239,-51.44184799999993629172,1e-08,0.160491,0.27970763,0.043399,0.0,0.0
16,24,N17,Sp005,0.110,-1803.244238,-1751.80239,-51.44184799999993629172,1e-08,0.160491,0.27970763,0.043399,0.0,0.0
16,25,N17,Sp019,0.096,-1776.369932,-1751.80239,-24.56754200000000309956,1e-08,0.160491,0.27970763,0.043399,0.0,0.0
16,26,N17,Sp016,0.095,-1776.369932,-1751.80239,-24.56754200000000309956,1e-08,0.160491,0.27970763,0.043399,0.0,0.0
16,27,N17,Sp007,no ll opt_no time,-1751.802348,-1751.80239,0.00004200000012133387,1e-08,0.160491,0.27970763,0.043399,0.0,0.0
16,28,N17,Sp006,0.098,-1751.813348,-1751.80239,-0.01095799999984592432,1e-08,0.160491,0.27970763,0.043399,0.0,0.0
16,29,N17,Sp010,0.097,-1803.243928,-1751.80239,-51.44153800000003684545,1e-08,0.160491,0.27970763,0.043399,0.0,0.0
16,30,N17,Sp003,0.097,-1803.244169,-1751.80239,-51.44177899999999681313,1e-08,0.160491,0.27970763,0.043399,0.0,0.0
17,0,N18,N1,0.094,-1768.519525,-1751.80239,-16.71713499999987107003,1e-08,0.160491,0.27970763,1e-08,0.0,0.0
17,1,N18,Sp020,0.095,-1775.903864,-1751.80239,-24.10147400000005291076,1e-08,0.160491,0.27970763,1e-08,0.0,0.0
17,2,N18,Sp015,0.095,-1775.912015,-1751.80239,-24.10962500000005093170,1e-08,0.160491,0.27970763,1e-08,0.0,0.0
17,3,N18,N4,0.096,-1766.180361,-1751.80239,-14.37797099999988859054,1e-08,0.160491,0.27970763,1e-08,0.0,0.0
17,4,N18,N5,0.104,-1766.922685,-1751.80239,-15.12029499999994186510,1e-08,0.160491,0.27970763,1e-08,0.0,0.0
17,5,N18,N6,0.188,-1758.820796,-1751.80239,-7.01840599999991354707,1e-08,0.160491,0.27970763,1e-08,0.0,0.0
17,6,N18,N7,1.604,-1766.180296,-1751.80239,-14.37790599999993901292,1e-08,0.160491,0.27970763,1e-08,0.0,0.0
17,7,N18,N8,0.166,-1779.576494,-1751.80239,-27.77410399999985202157,1e-08,0.160491,0.27970763,1e-08,0.0,0.0
17,8,N18,Sp009,0.098,-1779.572692,-1751.80239,-27.77030199999990145443,1e-08,0.160491,0.27970763,1e-08,0.0,0.0
17,9,N18,N10,0.094,-1752.680574,-1751.80239,-0.87818399999991925142,1e-08,0.160491,0.27970763,1e-08,0.0,0.0
17,10,N18,Sp013,0.094,-1751.81348,-1751.80239,-0.01108999999996740371,1e-08,0.160491,0.27970763,1e-08,0.0,0.0
17,11,N18,Sp018,0.092,-1765.510721,-1751.80239,-13.70833100000004378671,1e-08,0.160491,0.27970763,1e-08,0.0,0.0
17,12,N18,N13,0.092,-1766.180774,-1751.80239,-14.37838399999986904731,1e-08,0.160491,0.27970763,1e-08,0.0,0.0
17,13,N18,N14,0.092,-1796.002186,-1751.80239,-44.19979599999987840420,1e-08,0.160491,0.27970763,1e-08,0.0,0.0
17,14,N18,N15,0.098,-1796.00219,-1751.80239,-44.19979999999986830517,1e-08,0.160491,0.27970763,1e-08,0.0,0.0
17,15,N18,N16,0.093,-1752.680691,-1751.80239,-0.87830099999996491533,1e-08,0.160491,0.27970763,1e-08,0.0,0.0
17,16,N18,N17,0.097,-1752.680317,-1751.80239,-0.87792699999999967986,1e-08,0.160491,0.27970763,1e-08,0.0,0.0
17,17,N18,Sp017,0.091,-1768.067807,-1751.80239,-16.26541699999984302849,1e-08,0.160491,0.27970763,1e-08,0.0,0.0
17,18,N18,Sp014,0.094,-1768.067882,-1751.80239,-16.26549199999999473221,1e-08,0.160491,0.27970763,1e-08,0.0,0.0
17,19,N18,Sp011,0.090,-1796.002178,-1751.80239,-44.19978799999989860225,1e-08,0.160491,0.27970763,1e-08,0.0,0.0
17,20,N18,Sp004,0.095,-1796.002145,-1751.80239,-44.19975499999986823241,1e-08,0.160491,0.27970763,1e-08,0.0,0.0
17,21,N18,N24,0.088,-1796.00219,-1751.80239,-44.19979999999986830517,1e-08,0.160491,0.27970763,1e-08,0.0,0.0
17,22,N18,Sp005,0.091,-1796.002143,-1751.80239,-44.19975299999987328192,1e-08,0.160491,0.27970763,1e-08,0.0,0.0
17,23,N18,N26,0.096,-1752.680693,-1751.80239,-0.87830299999995986582,1e-08,0.160491,0.27970763,1e-08,0.0,0.0
17,24,N18,Sp008,0.097,-1752.680693,-1751.80239,-0.87830299999995986582,1e-08,0.160491,0.27970763,1e-08,0.0,0.0
17,25,N18,N28,0.093,-1752.680411,-1751.80239,-0.87802099999998972635,1e-08,0.160491,0.27970763,1e-08,0.0,0.0
17,26,N18,Sp002,0.092,-1752.680735,-1751.80239,-0.87834499999985382601,1e-08,0.160491,0.27970763,1e-08,0.0,0.0
17,27,N18,Sp010,0.091,-1796.002167,-1751.80239,-44.19977700000004006142,1e-08,0.160491,0.27970763,1e-08,0.0,0.0
17,28,N18,Sp003,0.096,-1796.002143,-1751.80239,-44.19975299999987328192,1e-08,0.160491,0.27970763,1e-08,0.0,0.0
17,29,N18,Sp007,0.096,-1752.680693,-1751.80239,-0.87830299999995986582,1e-08,0.160491,0.27970763,1e-08,0.0,0.0
17,30,N18,Sp006,0.095,-1752.680689,-1751.80239,-0.87829899999996996485,1e-08,0.160491,0.27970763,1e-08,0.0,0.0
17,31,N18,N36,0.102,-1752.680505,-1751.80239,-0.87811499999997977284,1e-08,0.160491,0.27970763,1e-08,0.0,0.0
17,32,N18,Sp000,0.091,-1752.680825,-1751.80239,-0.87843499999985397153,1e-08,0.160491,0.27970763,1e-08,0.0,0.0
17,33,N18,Sp012,0.091,-1752.680479,-1751.80239,-0.87808900000004541653,1e-08,0.160491,0.27970763,1e-08,0.0,0.0
17,34,N18,Sp001,0.098,-1752.680924,-1751.80239,-0.87853399999994508107,1e-08,0.160491,0.27970763,1e-08,0.0,0.0
18,0,Sp013,N1,0.098,-1758.100305,-1751.80239,-6.29791499999987536285,0.00844103,0.160491,0.00844102999999996,0.00844103,0.2712666,0.160491
18,1,Sp013,Sp020,0.095,-1762.119573,-1751.80239,-10.31718299999988630589,0.00844103,0.160491,0.00844102999999996,0.00844103,0.2712666,0.160491
18,2,Sp013,Sp015,0.101,-1765.433817,-1751.80239,-13.63142700000003060268,0.00844103,0.160491,0.00844102999999996,0.00844103,0.2712666,0.160491
18,3,Sp013,N4,0.103,-1756.428738,-1751.80239,-4.62634800000000723230,0.00844103,0.160491,0.00844102999999996,0.00844103,0.2712666,0.160491
18,4,Sp013,N5,0.095,-1758.098067,-1751.80239,-6.29567699999984142778,0.00844103,0.160491,0.00844102999999996,0.00844103,0.2712666,0.160491
18,5,Sp013,N6,0.093,-1752.680624,-1751.80239,-0.87823400000002038723,0.00844103,0.160491,0.00844102999999996,0.00844103,0.2712666,0.160491
18,6,Sp013,N7,0.131,-1756.428713,-1751.80239,-4.62632299999995666440,0.00844103,0.160491,0.00844102999999996,0.00844103,0.2712666,0.160491
18,7,Sp013,N8,0.095,-1777.901784,-1751.80239,-26.09939399999984743772,0.00844103,0.160491,0.00844102999999996,0.00844103,0.2712666,0.160491
18,8,Sp013,Sp009,0.097,-1775.782948,-1751.80239,-23.98055799999997361738,0.00844103,0.160491,0.00844102999999996,0.00844103,0.2712666,0.160491
18,9,Sp013,N10,0.092,-1758.820788,-1751.80239,-7.01839799999993374513,0.00844103,0.160491,0.00844102999999996,0.00844103,0.2712666,0.160491
18,10,Sp013,N18,0.092,-1751.81348,-1751.80239,-0.01108999999996740371,0.00844103,0.160491,0.00844102999999996,0.00844103,0.2712666,0.160491
18,11,Sp013,Sp018,0.096,-1756.428795,-1751.80239,-4.62640499999997700797,0.00844103,0.160491,0.00844102999999996,0.00844103,0.2712666,0.160491
18,12,Sp013,N13,0.093,-1756.428479,-1751.80239,-4.62608899999986533658,0.00844103,0.160491,0.00844102999999996,0.00844103,0.2712666,0.160491
18,13,Sp013,N14,0.093,-1795.993082,-1751.80239,-44.19069199999989905336,0.00844103,0.160491,0.00844102999999996,0.00844103,0.2712666,0.160491
18,14,Sp013,N15,0.098,-1795.993088,-1751.80239,-44.19069799999988390482,0.00844103,0.160491,0.00844102999999996,0.00844103,0.2712666,0.160491
18,15,Sp013,N16,0.091,-1758.821091,-1751.80239,-7.01870099999996455153,0.00844103,0.160491,0.00844102999999996,0.00844103,0.2712666,0.160491
18,16,Sp013,N17,0.091,-1758.820717,-1751.80239,-7.01832699999999931606,0.00844103,0.160491,0.00844102999999996,0.00844103,0.2712666,0.160491
18,17,Sp013,Sp019,0.095,-1763.607959,-1751.80239,-11.80556899999987763294,0.00844103,0.160491,0.00844102999999996,0.00844103,0.2712666,0.160491
18,18,Sp013,Sp016,0.089,-1763.607959,-1751.80239,-11.80556899999987763294,0.00844103,0.160491,0.00844102999999996,0.00844103,0.2712666,0.160491
18,19,Sp013,Sp017,0.093,-1756.465358,-1751.80239,-4.66296799999986433249,0.00844103,0.160491,0.00844102999999996,0.00844103,0.2712666,0.160491
18,20,Sp013,Sp014,0.088,-1756.465491,-1751.80239,-4.66310099999986960029,0.00844103,0.160491,0.00844102999999996,0.00844103,0.2712666,0.160491
18,21,Sp013,Sp011,0.091,-1795.993074,-1751.80239,-44.19068399999991925142,0.00844103,0.160491,0.00844102999999996,0.00844103,0.2712666,0.160491
18,22,Sp013,Sp004,0.098,-1795.993045,-1751.80239,-44.19065499999987878255,0.00844103,0.160491,0.00844102999999996,0.00844103,0.2712666,0.160491
